frequency,intraday_price
50.4139473573043,14.0328837325141
50.0005122876401,1.41933277490225
50.3714565130469,32.4984858831422
49.9603618087559,32.9659775461428
49.7815161969873,33.3110445202865
49.9740397904249,56.5926582107692
49.5643498144024,48.4932371213377
49.7934364071159,57.9568943846837
49.844694096296,33.3052595598982
50.3446070495795,43.6295318228722
50.0556387267473,21.1324466857085
50.5110354985184,26.5353021839501
50.1112834614536,3.78345762234093
50.0884091764726,31.0474831282468
49.9440667676633,43.9047134607942
49.7771148107206,14.1273593498652
50.0423678249832,26.6627316892379
49.9059652591887,19.1387785473699
49.6106866475644,17.8738756169283
50.1287342312627,43.5359022163924
49.9587522466546,31.0090061622659
50.0654995040657,41.0938986396341
49.8699010328496,35.9516296462216
50.171349056876,44.0368728516427
49.8503656147845,-3.85805951047055
50.0889465243223,14.6681568634492
50.167047886974,27.421727914152
49.9686623197234,35.2186819917903
49.7699078649897,47.2264878446023
9999,20.4056441811056
50.2692982721394,20.9257886202539
49.4554905278782,25.722674769304
50.0285012238959,40.4283072474331
50.0352843579132,31.5965216380359
50.0874883531023,46.8855248079459
49.9053310074875,18.4210214617653
50.0845452988748,36.1670046419018
49.8614778925623,35.807826592007
50.0638243065297,5.33988349108264
50.2870346704879,34.4458322020275
49.9773077071436,56.0954049125547
49.7301945688214,12.0332218261818
49.974157151356,20.4437810707219
50.1085240018288,14.748631406268
49.9324439150534,46.9360193617395
50.4153200645661,21.652288870612
49.8897076667272,41.270369836744
49.8937306250425,5.32860268019704
50.4074164495443,2.6617162651263
50.0746601268632,44.9603368139953
50.1338273437217,38.8995939958837
50.3334087679723,34.2011134061059
49.8362039530502,44.5060138080735
49.953574845107,31.0138654765861
50.217372836098,32.098577572326
49.800835012728,16.8766152504865
50.0597154028478,30.1425836282247
49.7091466631049,13.4952412207664
50.1273292479821,16.6395028081633
50.558914756253,22.8415207272834
49.9593655881489,32.0810311515276
49.8994333093323,54.0425230807974
50.4152713479609,35.6629503898858
49.7654988227327,36.0921731010108
49.9058519988098,38.1491914190881
49.9918024081889,48.055016813428
50.1517487636956,38.7062836848213
49.7277392951141,30.9550866307006
49.7580558953013,23.5043592763724
50.0761101291567,38.9583015815216
49.952714660739,4.74724214978323
49.5809983556764,30.625993583109
NaN,NaN
49.5669687408644,26.5807227548241
50.0049524294569,38.6522884768004
50.1132832690114,32.5864541433078
50.1667671167937,38.7754240147817
49.7345030785864,22.5979903443736
49.4972901470905,55.0689321069419
NaN,NaN
NaN,NaN
49.9955633229996,12.1410207526439
49.8984762337347,27.1027700078737
49.9221090184633,8.31591250626374
50.4754387301006,25.6711876233698
49.9615375744549,11.5628936774951
50.12769710704,29.0405124409031
49.4571755636744,32.2831037225932
49.6281646361751,22.7318084522347
49.8045741034691,54.4934675654517
50.0366981989159,50.5334325903961
50.0904145711936,51.2085115252037
50.6274464597324,38.860928622113
49.5606666229286,41.7000319277483
49.5679633713542,20.1413367431694
49.9297047434426,31.9772139465498
49.7826438477928,13.1637424349563
49.7403537237168,33.5976965162615
50.23822347582,47.1323416994777
49.8933304606007,13.4870009374876
50.1171304037199,26.8667631748368
50.0508613198077,8.0087795998869
49.5998363036404,39.0942150427089
50.1914653142921,48.4624415418469
49.9359235445018,47.1517759442629
49.8344612382741,14.6150152433575
49.961703350477,19.364477728133
50.0983362376984,28.4676221880358
50.2762396455478,24.0731491000302
50.0255224235736,22.0866856335388
49.5688302367633,-7.8680241882282
50.2085816753745,39.5501509210161
49.8633805440757,26.4836673741082
50.4613012518494,40.400421492359
50.1525084671269,33.9679288793435
50.1635366966225,-14.6781600651519
49.9147433233472,25.4803030161961
49.7891874689019,41.7912746303657
49.8175249782976,45.6774821636946
49.6758464886163,25.2417131755909
49.79408064368,37.8077345816496
50.2954817965579,33.5697162565106
49.8504351878946,43.8281163812877
49.9851070810206,59.4540620587603
50.3893463559871,16.3284710713976
49.8753225006913,61.4990479537991
49.949638184368,33.2169614274433
50.1728343338751,18.0144817079311
50.0498526611533,17.8449064985602
50.1156504403562,31.7665247146482
49.9054102164106,32.0703434166985
49.9557765481483,36.1636693260625
50.4049751652937,42.405100460994
50.5053728593612,35.4238967109344
49.9914102442084,14.6323501306993
49.8064842499941,19.6476132979483
49.9772930336818,18.6166705228003
49.8556439585168,21.1432088774006
49.8203620587431,35.3272941698874
49.5064051349029,35.1107362299258
49.6124768031083,26.5869274838928
49.9926561526743,15.0174606151404
49.8382270242168,25.1122561750105
50.3305707483066,38.9557133848344
49.5371985230218,28.0559104916479
49.7678274271958,51.605096453183
50.1256898075882,17.7240979021517
50.1172510270673,34.4126881363359
49.889947021669,47.2705810521728
49.749142220029,17.096020338926
49.4071884876206,29.1585732061844
49.8810437514634,11.7787943308416
50.1173852137523,16.033447408144
49.9697583125228,8.29070253769373
49.6577011913001,15.9787642571265
50.238939058481,35.5144685207662
50.1842413216844,26.397733303402
49.9524085693711,38.7455942988653
50.0205510588082,45.4160993684333
50.0184124713243,35.4383534295064
50.0445952358812,41.6322151489273
50.1929605946721,41.324726053187
