frequency,intraday_price
49.6947613588385,32.6330627711735
50.6625393849415,31.0236648420956
50.023731291223,30.0887437610679
50.0990584084821,9.90634003801318
50.3393841882371,10.7182364812092
49.5147133719696,4.85215471954993
50.4401470144043,41.3380202437963
50.2650600828105,16.5634669750136
49.7383021956006,3.98038808332086
49.9319935100879,37.1482529982979
50.1092166438166,26.1904561939479
49.7835533761031,10.4526474919385
49.8399948751734,34.3539058903058
49.87018118847,36.5949517699973
49.9628794247568,37.5508985336153
49.8372839283339,20.849102170427
50.1499183104314,24.6909546455082
50.0235234826269,23.5185046665558
50.3453087877078,32.4671813287976
49.8112930333225,37.657454925699
50.2418793493326,54.6414177013569
50.1347391689387,20.7731089811399
50.1607724802659,20.5699299079429
49.9772033917104,27.3516313753174
49.9793276157351,47.4188119954893
49.666221830654,24.0229786071868
50.2933200145567,43.9253279280421
49.952465102246,18.9656059473367
50.0989172214523,17.1600806308248
50.1861788485849,57.1966634085808
49.9373417400392,42.9052460643181
50.0413450041476,38.5173645330109
49.891175446354,30.0996272227433
50.2927047387178,21.0031971867888
49.7727048284612,47.6284672514224
50.3253622915655,46.9688378777917
50.2603428765338,3.57127445122512
50.3688065186095,12.7224593960626
50.0716718104076,24.4756047924624
50.361542307388,52.2620705522214
49.9849991899457,35.8664486554082
49.9603823977951,49.614793746764
49.8937907392991,21.3423215107276
50.1136802982432,37.1565044401627
49.8962935822382,20.6771416575872
49.9853614147288,1.87283975597407
49.9367105945556,34.6167929526823
49.9467007752373,30.5856824944467
49.4682259339323,18.5744237019421
49.9411167564897,21.7512783817558
49.572950112315,18.3083900189669
50.0805656780093,37.806946723196
50.1849666329651,14.3879870780318
49.8256487388442,38.8779724587783
50.1729260555457,25.6258689564311
50.1069737150925,26.457296744322
50.0030975036111,16.8483147262058
50.438981551573,17.4477548713177
50.1929204047024,19.9058129988521
49.9922186971245,16.2045739139304
50.1753170642826,19.4036706891544
50.1624607079619,20.3692133001603
50.4210821132997,7.20393417930208
49.652548622547,3.81909204676719
50.1822593199831,-16.9335992300125
50.0509444628659,38.1853187506303
49.7739661631808,15.3790837165272
49.5853916369836,33.3151527853588
49.7772690882076,24.0866815521284
49.9760560261615,42.5676157945184
50.1021261784591,35.6910633991027
50.1684645926225,52.1939736500775
49.9206637367942,33.5726240810241
49.942194518053,38.0847425946936
50.1687930538578,24.3190442106741
50.207812859648,16.2798470099883
50.3005474519662,4.13662099273722
49.5254761915214,9.43118369282107
49.6981374034499,56.411148186692
50.0715330937168,10.526307398715
50.2628130177394,37.6803338246094
49.7760628977478,31.0238706224209
49.9274847462856,40.3413648452448
49.8860260941245,26.6432881654052
49.9831738858248,25.8940497397726
49.886801557841,39.4507897463464
50.1893779344583,25.2490179476226
49.6124482305309,33.6247868337934
50.5053161508288,51.2530377041102
49.6590716986192,39.2863505375141
50.2521937605222,21.0787478022432
50.2893574148551,25.856870211484
49.9583579753525,51.2490028139158
NaN,NaN
49.8877870743882,34.7739301969925
50.1962710087147,53.2016721089309
50.0801229492176,30.1707692798841
50.0577397104712,32.9816873369799
50.2149381128801,44.4917099998838
49.9787737296729,64.6154538759324
50.3003732033421,44.3275196824422
49.9941681311094,21.5133026641673
50.1733961511217,30.0846545123845
50.0191747347135,19.7108763626233
50.1287566921781,30.1626310497907
50.0452856963163,-6.58575497443428
50.1472041852358,14.906225363648
49.89509902501,38.3970426962765
50.2995769721977,37.1704365760341
49.91558332182,10.0365370708823
50.0919288595152,37.68176865671
49.7160487813705,33.0117503787377
50.3451574489727,45.6745588967897
50.211527584256,32.9993137842209
49.9250343281133,15.8610970866769
49.7784138695272,16.5489278356642
49.9055688030933,11.4390104192394
50.0955025115049,33.5788087818589
50.1072628659278,42.6848828165387
50.1687819186236,23.6191537991543
49.8621370951092,25.1460290594719
50.0104093869329,21.7700421297406
49.9580916687274,-3.00674206604607
49.8460236021333,11.0529394877583
50.2091887867589,23.7543267491871
50.0900397907406,34.9028638520806
49.9150883327198,17.3389458747273
49.9002840970138,11.7864986933789
49.992967226055,13.4072722416516
49.8261946810652,41.9504253805873
49.7765045844735,34.1602894734685
49.9824422736329,32.1532800063998
49.9014279773894,41.7060193372968
49.9271113996512,42.8616212377168
50.1118344754064,20.615428689441
50.4385456556257,4.1566908183527
49.7960611302541,8.13236617782945
50.4678322812446,43.5123678095212
50.0336400315246,37.0621929997581
49.8308913281259,9.09591489018513
50.162367506257,23.7799650976479
50.0980405829526,29.039243118435
49.8646172120886,31.7703327047663
50.0316451957052,29.0826959490188
49.6415999671749,17.5346502218885
49.3597227857176,46.5529342085354
50.0760376319956,22.5018423588411
49.7291874598987,15.7583543706748
50.1586999417742,0.58106391384548
50.1507287413987,10.8651620768987
50.2545541222894,71.3482725687083
50.1615140503073,21.041426116339
50.1928587232545,52.253106317067
49.930542253536,22.1892474848519
50.5601878807504,45.3298279757665
50.0669485812873,21.0849311703622
50.0998965114387,19.3347691903329
